queue_order,bucket,raw_path,filename,extension,bytes,sha256,source_page_status,matched_source_pages,review_states,suggested_source_type,suggested_evidence_tier,ingest_priority,next_action
146,studies,raw/studies/FM_12006042_Association_of_blood_cadmium_levels_with_all-cause_and_cause.pdf,FM_12006042_Association_of_blood_cadmium_levels_with_all-cause_and_cause.pdf,pdf,2012207,40afec7be5284cf4cdd6b0159f400d06a0a3a43633a0340377088e673518fe1b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
147,studies,raw/studies/FM_12007364_Associations_between_dietary_exposure_to_profiles_of_metallo.pdf,FM_12007364_Associations_between_dietary_exposure_to_profiles_of_metallo.pdf,pdf,781303,3de13b04c157ffcc4a14a4b8c89e28698d0df2bf926dbc288b7df92029ce3f74,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
148,studies,raw/studies/FM_12011950_Swimming_Into_View_Zebrafish_Uncover_Targets_Mechanisms_and.pdf,FM_12011950_Swimming_Into_View_Zebrafish_Uncover_Targets_Mechanisms_and.pdf,pdf,2014330,b723ff5747a1cb8281b738f5fd7c3ade752fa68a2ef3994edbe0ad95c802424b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
149,studies,raw/studies/FM_12019543_Heavy_metal_exposures_in_aerodigestive_clinic_cohort_of_infa.pdf,FM_12019543_Heavy_metal_exposures_in_aerodigestive_clinic_cohort_of_infa.pdf,pdf,1819412,21583cc1302ca2433815b9bdc8baff9f9b8cdc78c3c73499eaa7d1543b50b86e,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
150,studies,raw/studies/FM_12084250_Agronomic_solutions_to_decrease_arsenic_concentrations_in_ri.pdf,FM_12084250_Agronomic_solutions_to_decrease_arsenic_concentrations_in_ri.pdf,pdf,1277287,03ff35037591a4845d943eaf7768d85d9d64f71297d89da537a407940941e8c8,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
151,studies,raw/studies/FM_12106130_Urinary_concentrations_of_total_and_free_bisphenol_A_and_dai.pdf,FM_12106130_Urinary_concentrations_of_total_and_free_bisphenol_A_and_dai.pdf,pdf,668842,5b7b62b7d621a65f0fddc5614dacf22e361d2615daa79d2a34e5dc87809f127a,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
152,studies,raw/studies/FM_12119934_Toxicity_of_pharmaceutical_micropollutants_on_common_carp_Cy.pdf,FM_12119934_Toxicity_of_pharmaceutical_micropollutants_on_common_carp_Cy.pdf,pdf,6450964,47e7b496ff937b912497b3af0742b86f6b5beb66710001c2d01506623e5b7e04,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
153,studies,raw/studies/FM_12148622_Placental_cadmium_and_its_association_with_maternal_diet_and.pdf,FM_12148622_Placental_cadmium_and_its_association_with_maternal_diet_and.pdf,pdf,882207,4dc93ba6e16e3631aa1651a56a7b90f460953403ba10def5db61e4082e9608a0,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
154,studies,raw/studies/FM_12163001_A_systematic_review_of_the_effects_of_nanoplastics_on_fish.pdf,FM_12163001_A_systematic_review_of_the_effects_of_nanoplastics_on_fish.pdf,pdf,2089658,244a2974fe69802e037ec92e90961c3392e6c06a12d2df50a1389ee76da36ff3,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
155,studies,raw/studies/FM_12174183_Evaluation_of_Cadmium_Lead_Chromium_and_Nickel_Content_in_Va.pdf,FM_12174183_Evaluation_of_Cadmium_Lead_Chromium_and_Nickel_Content_in_Va.pdf,pdf,1275295,d383654e44f102c09c4b0e5fdce9bebaf8af3eb91b676a35e96a9582337af327,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
156,studies,raw/studies/FM_12213702_Impact_of_soil_application_with_selenite_and_selenate_on_soi.pdf,FM_12213702_Impact_of_soil_application_with_selenite_and_selenate_on_soi.pdf,pdf,2877211,2e8d01061d2ebb52b80f635507113982951e8d384bbd1d3be9bc33fbfe0d6c08,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
157,studies,raw/studies/FM_12215456_The_effect_of_landfill_leachate_treatment_on_ecotoxicologica.pdf,FM_12215456_The_effect_of_landfill_leachate_treatment_on_ecotoxicologica.pdf,pdf,2114296,e4e4bbf7c24c7518df75bc8f5a5ba3f1721615bdd9760e6671684a604df7e0da,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
158,studies,raw/studies/FM_12219634_Pet_food_safety_at_risk_Investigating_toxic_metal_contaminat.pdf,FM_12219634_Pet_food_safety_at_risk_Investigating_toxic_metal_contaminat.pdf,pdf,457161,97f928422d97adf3ceae254ed15c2e0fa2df7a61c7f04365723b7a56807b35eb,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
159,studies,raw/studies/FM_12223156_Occurrence_and_health_risk_assessment_of_microplastics_in_be.pdf,FM_12223156_Occurrence_and_health_risk_assessment_of_microplastics_in_be.pdf,pdf,3061825,1e1e98b48d7172edc607e47594d21d0ef84ae097d9e42065d1d1f882eba503b0,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
160,studies,raw/studies/FM_12230135_Cancer_risk_from_heavy_metal_contamination_in_fish_and_impli.pdf,FM_12230135_Cancer_risk_from_heavy_metal_contamination_in_fish_and_impli.pdf,pdf,1511355,f5f88b2aa3d0eef2f762ca45c56c9bba200b5008ed81075502583e9fc98bcf3e,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
161,studies,raw/studies/FM_12234940_Development_of_BaSrTiO3_nanomaterial_based_dispersive_solid.pdf,FM_12234940_Development_of_BaSrTiO3_nanomaterial_based_dispersive_solid.pdf,pdf,1857466,f56754b3481e64e84cbff67aca2133c07f2bcbf2692a8ae5f31fc040d8b90d33,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
162,studies,raw/studies/FM_12276129_A_novel_approach_for_the_identification_of_cadmium-chelating.pdf,FM_12276129_A_novel_approach_for_the_identification_of_cadmium-chelating.pdf,pdf,2656849,01182ad6a106dc23a847afc8975ac9f46b5913de9b0f33b765b226cd6b965dfe,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
163,studies,raw/studies/FM_12280829_Updated_consumer_risk_assessment_of_fluoride_in_food_and_dri.pdf,FM_12280829_Updated_consumer_risk_assessment_of_fluoride_in_food_and_dri.pdf,pdf,5892427,dff4515f979aaa9b6d9b1b12d824bb2a7ab51f6af9ed6e8455c0d31e71fffab2,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
164,studies,raw/studies/FM_12286494_Analysis_of_heavy_metal_content_in_protein_powders_available.pdf,FM_12286494_Analysis_of_heavy_metal_content_in_protein_powders_available.pdf,pdf,568864,032311c0ff80eea1216a22e49d10a165120c13a9253a64f7edc24173f62beb1e,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
165,studies,raw/studies/FM_12289754_Quality_and_sources_of_food_and_water_consumed_by_people_wit.pdf,FM_12289754_Quality_and_sources_of_food_and_water_consumed_by_people_wit.pdf,pdf,1121511,bf2822eb4502f1decba68af4c0916457b7a00a3593c258f0a8b3cec79a4a395e,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
166,studies,raw/studies/FM_12325422_Development_and_validation_of_a_non-chromatographic_method_f.pdf,FM_12325422_Development_and_validation_of_a_non-chromatographic_method_f.pdf,pdf,2073298,3dba3c205bbf77abea5854c460d65f21a780d5e221ff28ba11d609e768bff3ff,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
167,studies,raw/studies/FM_12338782_Bananas_in_the_aftermath_of_La_Palma_volcanic_eruption_Canar.pdf,FM_12338782_Bananas_in_the_aftermath_of_La_Palma_volcanic_eruption_Canar.pdf,pdf,1296996,f0de0ef0253507b8bc02e782d29b4eea8fc7b2209d12ebb19170257faec1465f,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
168,studies,raw/studies/FM_12378713_Arsenic_speciation_using_HPLC-ICP-MS_in_white_and_brown_rice.pdf,FM_12378713_Arsenic_speciation_using_HPLC-ICP-MS_in_white_and_brown_rice.pdf,pdf,1787582,181e7d94f1a5e65b26ce42e858ba96e57d2b402c9be5161f0001ba4bc28d4f78,matched_by_raw_path,wiki/sources/navaretnam-2025-rice-as-speciation.md,,peer-reviewed,A,P1-study-product-relevant,"audit source page completeness, extract routeable claims/values if missing"
169,studies,raw/studies/FM_12402113_A_robust_assessment_and_treatment_of_selected_organochlorine.pdf,FM_12402113_A_robust_assessment_and_treatment_of_selected_organochlorine.pdf,pdf,5679171,b5c9c6b0866864e3f156aa2e6639677640cabc9eed62dd8ddb67ff01eb00bfe3,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
170,studies,raw/studies/FM_12402121_Health_risks_and_contamination_degrees_associated_with_heavy.pdf,FM_12402121_Health_risks_and_contamination_degrees_associated_with_heavy.pdf,pdf,2764744,bb8ff488c23d3080d507c13f523cc278ebbfe3170345b0aad0be4c17e917ccb0,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
171,studies,raw/studies/FM_12415145_Arsenic-induced_nephrotoxicity_Mechanisms_biomarkers_and_pre.pdf,FM_12415145_Arsenic-induced_nephrotoxicity_Mechanisms_biomarkers_and_pre.pdf,pdf,1434521,3a00ea77a57b0feaf3285bf5c42ddf617750abce27b2694538b4c987e178a7c4,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
172,studies,raw/studies/FM_12426023_Heavy_metal_pollution_and_ischemic_stroke_multimechanistic_p.pdf,FM_12426023_Heavy_metal_pollution_and_ischemic_stroke_multimechanistic_p.pdf,pdf,2316664,d82d168234cc3020bcbc5aeee5a722d74c14d9f2ca9edbb597af492272d18668,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
173,studies,raw/studies/FM_12449420_Evaluating_potentially_toxic_element_accumulation_in_crops_n.pdf,FM_12449420_Evaluating_potentially_toxic_element_accumulation_in_crops_n.pdf,pdf,1673264,4e64605d400a6c6004800f3488024940d9363f5c1793de41cc3a96509a788618,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
174,studies,raw/studies/FM_12455183_Cornflakes_as_a_source_of_dietary_metal_exposure_in_Lebanon.pdf,FM_12455183_Cornflakes_as_a_source_of_dietary_metal_exposure_in_Lebanon.pdf,pdf,282944,74f19e25111d0a59fc1e56b8e755d43ce984b788fcffe3621d41a809255da8b4,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
175,studies,raw/studies/FM_12455347_A_Review_of_the_Evidence_of_the_Toxicity_of_Chemical_Substan.pdf,FM_12455347_A_Review_of_the_Evidence_of_the_Toxicity_of_Chemical_Substan.pdf,pdf,2135623,7186e771d26ecf7b6e0749a79d636bcc1bdfb3405ab4d0fe1411f65289728f64,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
176,studies,raw/studies/FM_12477017_Microbially_mediated_silicon-based_agro-wastes_a_possible_op.pdf,FM_12477017_Microbially_mediated_silicon-based_agro-wastes_a_possible_op.pdf,pdf,3970184,c15c02550ee90c7db1150aeab49dbfcef73e543880ddff9a382597d18e4252c5,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
177,studies,raw/studies/FM_12504736_Food_chain_risk_assessment_of_cadmium_accumulation_and_the_r.pdf,FM_12504736_Food_chain_risk_assessment_of_cadmium_accumulation_and_the_r.pdf,pdf,5435180,4d941ea4ae813a9f6498ba20b0a1f8a6f6242a5c0caab52c57a20d871f794ca1,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
178,studies,raw/studies/FM_12507951_Hematological_Parameters_and_Mercury_Exposure_in_Children_Li.pdf,FM_12507951_Hematological_Parameters_and_Mercury_Exposure_in_Children_Li.pdf,pdf,2532212,3e9945c95e0ce18460e48e86ba67d1b1b4ddb0a912cd99b7fb3d09d9973a2fe5,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
179,studies,raw/studies/FM_12540342_Research_progress_on_the_synergistic_regulation_of_MYB_trans.pdf,FM_12540342_Research_progress_on_the_synergistic_regulation_of_MYB_trans.pdf,pdf,1507105,78929f860e1eadc658ce39f15a65c6446ba390fc1ef3ea1541438d94c89b2012,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
180,studies,raw/studies/FM_12575100_Danger_on_the_plate_human_health_risks_derived_from_the_cons.pdf,FM_12575100_Danger_on_the_plate_human_health_risks_derived_from_the_cons.pdf,pdf,2752923,ed1edb193b19a1021070357868228d6d3aca3ddd4aa1b85feb70d7ca5c5acc70,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
181,studies,raw/studies/FM_12583719_Health_risk_assessment_of_potentially_toxic_elements_in_brea.pdf,FM_12583719_Health_risk_assessment_of_potentially_toxic_elements_in_brea.pdf,pdf,2374108,e0b14673c1d3d82a26efe4f341ade9c37138986fb2135e534576ec709bf0e3ff,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
182,studies,raw/studies/FM_12583816_Risk_assessment_of_heavy_metals_in_north_of_Iran_Sari_rice_a.pdf,FM_12583816_Risk_assessment_of_heavy_metals_in_north_of_Iran_Sari_rice_a.pdf,pdf,3503115,bcb2c997619f6e8f2fdd1f9ff92da8320dba91bd852a43f37e18235c29964552,no_source_page,,,peer-reviewed,A,P1-study-product-relevant,"create source page, classify evidence fitness, then route claims/values"
183,studies,raw/studies/FM_12603252_Health_risk_assessment_of_toxic_elements_and_nitrate_in_tube.pdf,FM_12603252_Health_risk_assessment_of_toxic_elements_and_nitrate_in_tube.pdf,pdf,12009472,ea6679c3e0b7179d3ef44bdae05a5efe2bf77581021e940783cf08f5b11d6171,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
184,studies,raw/studies/FM_12623350_Co-expression_of_Cassia_tora_1-deoxy-D-xylulose-5-phosphate.pdf,FM_12623350_Co-expression_of_Cassia_tora_1-deoxy-D-xylulose-5-phosphate.pdf,pdf,10867042,e499d8eb3d7e205b3f148ecdc1a6d9affb36a9d8f480bcbb0ec5e88855b3c24d,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
185,studies,raw/studies/FM_12663253_Mitigation_Potential_of_bio-fabricated_selenium_nanoparticle.pdf,FM_12663253_Mitigation_Potential_of_bio-fabricated_selenium_nanoparticle.pdf,pdf,7084651,62d3d11c258dea12563843224c6d43be08aa21994d963b15be5cec2e604d27dd,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
186,studies,raw/studies/FM_12698427_Effects_of_heavy_metal_exposure_on_kidney_transplant_recipie.pdf,FM_12698427_Effects_of_heavy_metal_exposure_on_kidney_transplant_recipie.pdf,pdf,849621,0535b27986b5a94197745ab568edece173f998af5725c245ad05b38f61c42ba8,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
187,studies,raw/studies/FM_12708233_The_modifying_effect_of_dietary_index_for_gut_microbiota_on.pdf,FM_12708233_The_modifying_effect_of_dietary_index_for_gut_microbiota_on.pdf,pdf,2387480,21d52a3f91ebe42a598d33347ddf778d80a692344c2e825c82efa7468997a41b,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
188,studies,raw/studies/FM_12727808_Health_risk_assessment_of_Sudan_dyes_toxic_elements_and_pest.pdf,FM_12727808_Health_risk_assessment_of_Sudan_dyes_toxic_elements_and_pest.pdf,pdf,2015851,f66f1da71585e3a79e45e46344babfa698daa240244649af798809f7574140e6,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
189,studies,raw/studies/FM_12748812_Health_risk_assessment_and_morpho-physiological_biochemical.pdf,FM_12748812_Health_risk_assessment_and_morpho-physiological_biochemical.pdf,pdf,2562126,3a6f53f0fde543a2b8b69351a780ad78c0b2cd713f32b90d30f8b421cbbae420,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
190,studies,raw/studies/FM_12770628_Human_health_risk_assessment_of_metals_and_metalloid_in_food.pdf,FM_12770628_Human_health_risk_assessment_of_metals_and_metalloid_in_food.pdf,pdf,2506825,04d2b099e948193b54f304ae17a1c77a413179835f929ed1d50441f6f32d064f,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
191,studies,raw/studies/FM_12786337_South_Asia-specific_adaptation_of_Mediterranean_diet_princip.pdf,FM_12786337_South_Asia-specific_adaptation_of_Mediterranean_diet_princip.pdf,pdf,2838040,90f99b9133425222b28897b70f3430da7c123c109fd036f105b8ef8f7c87198f,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
192,studies,raw/studies/FM_12807879_A_risk-benefit_assessment_of_dietary_selenium_and_its_implic.pdf,FM_12807879_A_risk-benefit_assessment_of_dietary_selenium_and_its_implic.pdf,pdf,1545504,84db0816ded13893c4c7c83dabf53c1b73d4348eb0891e63a174b9e89f675d1c,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
193,studies,raw/studies/FM_12808658_Associations_of_metal_mixtures_with_insulin_resistance_and_g.pdf,FM_12808658_Associations_of_metal_mixtures_with_insulin_resistance_and_g.pdf,pdf,4353861,743ad4b1dd2a307005b1a47585e0962b85ad528e44cfebb849d9c57e12a4e2ab,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
194,studies,raw/studies/FM_12830599_Decoding_heavy_metals_Cd2_and_Cr⁶_metalloid_As3_toxicity_un.pdf,FM_12830599_Decoding_heavy_metals_Cd2_and_Cr⁶_metalloid_As3_toxicity_un.pdf,pdf,2161230,a922c4ce2ba7edf3587eef601a31c1cfcd6c5611a1b11c32df0d5f93490a0f71,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
195,studies,raw/studies/FM_12853641_Development_of_a_high-throughput_UHPLC-MSMS_multi-method_for.pdf,FM_12853641_Development_of_a_high-throughput_UHPLC-MSMS_multi-method_for.pdf,pdf,1331873,90b3b5c23b059f911b7bd5eb65dec21959930bf5707a6c307d961571bcd8db9c,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
196,studies,raw/studies/FM_12858930_Health_risk_assessment_of_potentially_toxic_elements_in_cann.pdf,FM_12858930_Health_risk_assessment_of_potentially_toxic_elements_in_cann.pdf,pdf,1697528,ec783d75b994f2bbbc224352ca03b17ce954c2f2de1dee8d9960a21237e59fd0,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
197,studies,raw/studies/FM_12868280_From_bioadsorption_to_biotransformation_a_hypothesis_for_mer.pdf,FM_12868280_From_bioadsorption_to_biotransformation_a_hypothesis_for_mer.pdf,pdf,682379,00e2b3cf38e591b0aaac92275db354ef250d1d36cce81cd08a9f210d1007938f,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
198,studies,raw/studies/FM_12869138_Study_protocol_for_the_Korean_Human_Exposure_Safety_Survey_K.pdf,FM_12869138_Study_protocol_for_the_Korean_Human_Exposure_Safety_Survey_K.pdf,pdf,1076982,f3f4ad5d326feab5c271e8f359b116491644f92db05a336e20a999c94eea34f7,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
199,studies,raw/studies/FM_12881550_A_probabilistic_assessment_of_dietary_heavy_metal_exposure_a.pdf,FM_12881550_A_probabilistic_assessment_of_dietary_heavy_metal_exposure_a.pdf,pdf,1260958,198b5c979daeab00dd3cc38719cb1e6d29de4cc0f0bf80f5d362aa1271ee401a,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
200,studies,raw/studies/FM_12890328_Heavy_metal_contamination_and_health_risks_from_dumpsite_eff.pdf,FM_12890328_Heavy_metal_contamination_and_health_risks_from_dumpsite_eff.pdf,pdf,1499052,4be04fc0ef792ce32440926ad0072788a370ef30e9b24519838261472dc9a9c2,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
201,studies,raw/studies/FM_12894730_Co-occurrence_of_selenium_and_toxic_elements_and_health_risk.pdf,FM_12894730_Co-occurrence_of_selenium_and_toxic_elements_and_health_risk.pdf,pdf,1080767,9c9433ba227b33cbac424f3030514d5b575098d6ef46123b5382b55f35d5c24d,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
202,studies,raw/studies/FM_12909235_In_vitro_evaluation_of_bio-fortification_effects_on_the_nutr.pdf,FM_12909235_In_vitro_evaluation_of_bio-fortification_effects_on_the_nutr.pdf,pdf,1438735,506a505b1d0fea87cc2925efb1ec986d775c03fd8c9d2214623daaf6807f56a9,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
203,studies,raw/studies/FM_12913949_Trace_metal_pollution_and_ecological_effects_on_five_crops_a.pdf,FM_12913949_Trace_metal_pollution_and_ecological_effects_on_five_crops_a.pdf,pdf,2868976,7fced55465fef60336a797c2752a33853f7b440af41a187d1f972a10935743bb,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
204,studies,raw/studies/FM_12935679_Association_between_diet_intake_and_trace_elements_concentra.pdf,FM_12935679_Association_between_diet_intake_and_trace_elements_concentra.pdf,pdf,1218057,730281a0fba25527f9b2e8a4733d4f406a453369d24177327ecdc916c10709bb,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
205,studies,raw/studies/FM_12935831_Obesogens_in_Prostate_Cancer_An_Endocrine_and_Metabolic_Thre.pdf,FM_12935831_Obesogens_in_Prostate_Cancer_An_Endocrine_and_Metabolic_Thre.pdf,pdf,4383743,b5d4d8646ac416dde55dd12e1133c686c7151d1f0d6ccd39021e74a3a9c67871,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
206,studies,raw/studies/FM_12971792_Metal_uptake_in_sweet_peppers_cultivated_in_soils_contaminat.pdf,FM_12971792_Metal_uptake_in_sweet_peppers_cultivated_in_soils_contaminat.pdf,pdf,1286105,aea0fa635d6006b27b812aafb3ba09564dcf4fedd5bd9848ce8a5e5ab4d49b15,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
207,studies,raw/studies/FM_13008638_Urolithin_A_a_multi-target_therapeutic_candidate_derived_fro.pdf,FM_13008638_Urolithin_A_a_multi-target_therapeutic_candidate_derived_fro.pdf,pdf,3372808,93281c7733fcff4d0f68b3be991a80da43c9adc55c45194af4fc323534fb1ad0,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
208,studies,raw/studies/FM_13022306_Soil-water-crop_pathways_of_heavy_metal_contamination_and_hu.pdf,FM_13022306_Soil-water-crop_pathways_of_heavy_metal_contamination_and_hu.pdf,pdf,4108906,6f17fc5821018d0d6f5ff6b934ff01ce7e35801347ae24e40a91d7633f8b00e0,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
209,studies,raw/studies/FM_13044249_Quantification_of_heavy_metals_in_Chinese_jasmine_flower_cak.pdf,FM_13044249_Quantification_of_heavy_metals_in_Chinese_jasmine_flower_cak.pdf,pdf,4049839,808b28e07962d2318319930a8290c228091e5c22803825d226f0dcd97be4cf75,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
210,studies,raw/studies/FM_13056829_The_threat_of_pollutants_mixtures_on_freshwater_fishes_in_Sr.pdf,FM_13056829_The_threat_of_pollutants_mixtures_on_freshwater_fishes_in_Sr.pdf,pdf,4264298,fb4fa470fc109583da9ae0bb517920368e355fbe6509a36a3b113ec1fb4ca361,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
211,studies,raw/studies/FM_13061387_Micronanoplastics_pollution_emerging_challenges_for_aquatic.pdf,FM_13061387_Micronanoplastics_pollution_emerging_challenges_for_aquatic.pdf,pdf,3136765,e721025e7921ef8c2c2911a909f33d8579bb87c81fa2b8fc19a705e5ad757be4,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
212,studies,raw/studies/FM_13069022_Heavy_metal_pollution_and_health_risk_assessment_in_surface.pdf,FM_13069022_Heavy_metal_pollution_and_health_risk_assessment_in_surface.pdf,pdf,5728717,a670f7a82ceac7f5cddad88bfb0b1f4c64e93343ae592bf8ed6879b30e5db02a,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
213,studies,raw/studies/FM_2995026_Arsenic_and_cadmium_in_food-chain_in_Bangladesh--an_explorat.pdf,FM_2995026_Arsenic_and_cadmium_in_food-chain_in_Bangladesh--an_explorat.pdf,pdf,214763,f0cd537f0f235f55bc004d1cca8ab6a968585445882a344e410e754b600dbd43,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
214,studies,raw/studies/FM_3056750_Betel_quid_chewing_as_a_source_of_manganese_exposure_total_d.pdf,FM_3056750_Betel_quid_chewing_as_a_source_of_manganese_exposure_total_d.pdf,pdf,3804623,5f6f0953aea487cefdb04274cd46301ba260919ff666dc25ef00e920922fa272,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
215,studies,raw/studies/FM_3196502_Identification_of_QTLs_for_arsenic_accumulation_in_maize_Zea.pdf,FM_3196502_Identification_of_QTLs_for_arsenic_accumulation_in_maize_Zea.pdf,pdf,650375,be7d709693c84be710fbdf2cb2200383d2bb9c401fd8e719c70115da82742f36,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
216,studies,raw/studies/FM_3266615_Epigenetic_Contributions_to_the_Relationship_between_Cancer.pdf,FM_3266615_Epigenetic_Contributions_to_the_Relationship_between_Cancer.pdf,pdf,787420,9500540564dfd7c5d5fd3d31bc5efa259f58677c8eb60895c4d6f2258c8fe698,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
217,studies,raw/studies/FM_3334990_Arsenate_Impact_on_the_Metabolite_Profile_Production_and_Ars.pdf,FM_3334990_Arsenate_Impact_on_the_Metabolite_Profile_Production_and_Ars.pdf,pdf,2754829,736c050f1bec90b3de8654cb73b863fa5d3588925ed32fa154ba26068bd3617a,no_source_page,,,peer-reviewed,A,P2-study-background,"create source page, classify evidence fitness, then route claims/values"
